# id ra dec z_spec Veli Velf Nwcls Nmemb Vdisp Vdisp_lo Vdisp_hi R500 R500_lo R500_hi M500 M500_lo M500_hi R200 R200_lo R200_hi M2
00 M200_lo M200_hi znew znew-err Rap Nmemb-wR200 SN
01840  38.279170   1.084282   0.126826  37337.352  38222.639     29    7     92.763    -16.909     41.705   0.138144  -0.023060   0.056875   0.008478  -0.004246   0.010472   0.262397  -0.043801   0.108031   0.009573  -0.004794   0.011824   0.126873   0.000465  0.262    5      7.080
01857   1.878057  -0.799722   0.073194  21548.482  22177.747     68   34    226.323    -51.808     50.155   0.334481  -0.070116   0.067880   0.114119  -0.071767   0.069478   0.407987  -0.085525   0.082797   0.120139  -0.075553   0.073143   0.073334   0.000673  0.408    6      7.061
01962  16.421342  -0.797350   0.066684  19530.279  20611.931    116   65    317.815    -36.903     53.197   0.478411  -0.050870   0.073332   0.331833  -0.105853   0.152592   0.605616  -0.064396   0.092830   0.354524  -0.113091   0.163026   0.066575   0.001028  0.606   16      6.900
01970 340.013615  -0.858267   0.053991  15787.071  17211.685     79   26    379.044    -69.425     97.309   0.564964  -0.094759   0.132819   0.539888  -0.271660   0.380772   0.703636  -0.118018   0.165420   0.575723  -0.289692   0.406045   0.053812   0.001080  0.704   15      6.888
02071  20.068443  -0.087781   0.077828  23122.393  24548.505     80   53    378.129    -25.643     26.565   0.501512  -0.031145   0.032265   0.386403  -0.071988   0.074578   0.421304  -0.026164   0.027105   0.366191  -0.068223   0.070677   0.077746   0.000666  0.421    3      6.765
02088  33.793496   0.888440   0.122233  36371.421  36894.858     32    8    197.941    -41.914     41.147   0.275047  -0.053335   0.052359   0.066607  -0.038748   0.038039   0.351401  -0.068141   0.066894   0.070728  -0.041145   0.040392   0.122144   0.000652  0.351    4      6.749
02265  39.274071  -0.413919   0.186148  55151.619  56301.024     16    7    421.380    -32.803     78.865   0.553414  -0.039452   0.094850   0.579561  -0.123949   0.297994   0.719804  -0.051314   0.123368   0.625808  -0.133840   0.321773   0.186279   0.001527  0.720    6      6.525
02331  51.557676  -0.617894   0.037295  10438.474  11644.539    123   82    244.943    -48.991     67.154   0.381714  -0.069914   0.095835   0.163914  -0.090066   0.123459   0.507067  -0.092873   0.127306   0.176584  -0.097028   0.133002   0.036899   0.000789  0.507   17      6.440
02440 340.892160   0.068765   0.125670  37666.224  38339.858     11    6     44.146    -63.194     53.567   0.065052  -0.085275   0.072285   0.000884  -0.003477   0.002948   0.499509  -0.654797   0.555049   0.001144  -0.004501   0.003815   0.125670   0.000072  0.500    4      6.339
02644  11.527678   0.991613   0.107288  31266.555  33141.756     64   11    614.480    -32.870     69.889   0.835612  -0.040932   0.087032   1.839946  -0.270390   0.574914   1.175604  -0.057587   0.122444   2.049442  -0.301176   0.640373   0.106658   0.002487  1.176   11      6.123
02758 346.363081   0.796344   0.069590  20657.799  21046.330     30    9    127.566    -27.911     39.426   0.190265  -0.038122   0.053850   0.020932  -0.012582   0.017773   0.341418  -0.068408   0.096630   0.023629  -0.014203   0.020062   0.069695   0.000571  0.341    5      6.023
02780  24.322183  -0.432510   0.055616  16307.810  17166.716     64   44    156.120    -19.175     39.642   0.244441  -0.027493   0.056840   0.043796  -0.014778   0.030552   0.392241  -0.044117   0.091207   0.048733  -0.016444   0.033996   0.055946   0.000614  0.392   11      6.007
02856  30.699441   0.068143   0.077393  22626.536  23419.187     66   46    112.859    -71.474     27.668   0.162852  -0.094446   0.036561   0.013225  -0.023009   0.008907   0.367972  -0.213405   0.082611   0.015449  -0.026879   0.010405   0.077395   0.000618  0.368    4      5.950
02880   1.832717   0.486220   0.093506  27736.798  28620.287     41    7    348.072   -144.100     74.048   0.482999  -0.183113   0.094095   0.350510  -0.398652   0.204853   0.573557  -0.217445   0.111737   0.368124  -0.418685   0.215147   0.093313   0.000939  0.574    5      5.932
02916  30.505609  -1.068700   0.042764  12151.488  13458.883    116   91    299.552    -17.718     30.464   0.465118  -0.025193   0.043317   0.298070  -0.048434   0.083279   0.577757  -0.031294   0.053808   0.316668  -0.051456   0.088476   0.042712   0.000943  0.578   33      5.904
03061  32.166409   0.534853   0.067375  19908.018  20621.224     61   15    185.201    -23.893     47.369   0.279740  -0.033049   0.065522   0.066385  -0.023528   0.046646   0.441553  -0.052166   0.103422   0.073896  -0.026191   0.051925   0.067309   0.000733  0.442    8      5.792
03271   9.686769   0.094701   0.070919  20822.685  21404.882     81    8    112.001    -30.229     31.349   0.157539  -0.038937   0.040380   0.011897  -0.008822   0.009149   0.242284  -0.059883   0.062102   0.012986  -0.009628   0.009985   0.070957   0.000419  0.242    3      5.659
03361   3.646385  -0.009486   0.064515  18907.611  19782.405    135   77    194.513    -26.846     50.808   0.296722  -0.037502   0.070976   0.079006  -0.029956   0.056695   0.485646  -0.061380   0.116167   0.088779  -0.033662   0.063708   0.064600   0.000824  0.486   11      5.601
03415  46.637246   0.994834   0.152834  45517.189  46246.284     19    6    149.251    -17.280     36.519   0.211714  -0.022446   0.047438   0.031340  -0.009968   0.021067   0.345780  -0.036660   0.077477   0.034889  -0.011097   0.023452   0.152638   0.000669  0.346    5      5.566
03498  29.448194  -0.146074   0.134862  40045.677  40798.456     25    6    200.876    -24.815     74.459   0.271945  -0.030765   0.092310   0.065208  -0.022131   0.066403   0.446281  -0.050487   0.151487   0.073176  -0.024835   0.074517   0.135080   0.000837  0.446    4      5.526
03578  11.049940  -0.523564   0.110619  32819.779  33676.886     32    9    273.434    -22.410     63.002   0.379197  -0.028459   0.080010   0.172516  -0.038843   0.109201   0.528061  -0.039632   0.111420   0.188083  -0.042348   0.119055   0.110432   0.000968  0.528    5      5.480
03597  34.308206   0.272681   0.145855  43054.694  44710.448     26    5    346.445    -53.169     71.579   0.451939  -0.063516   0.085508   0.302675  -0.127615   0.171801   0.585908  -0.082344   0.110856   0.325256  -0.137135   0.184618   0.145918   0.000943  0.586    4      5.473
03599 326.799599   0.736240   0.123662  35786.825  37810.724     48   31    557.759    -43.672     79.543   0.771181  -0.055296   0.100714   1.470262  -0.316265   0.576036   1.060572  -0.076046   0.138508   1.623705  -0.349271   0.636153   0.123190   0.002086  1.061   17      5.471
03602  23.536840  -1.126301   0.078521  23292.075  24255.908     63    5    360.111    -62.008     99.517   0.494564  -0.077985   0.125159   0.370815  -0.175415   0.281525   0.692468  -0.109192   0.175242   0.407145  -0.192602   0.309107   0.078748   0.001215  0.692    5      5.470
03622  52.410016  -0.512878   0.086162  25507.841  26134.707     44   13    127.464    -14.311     40.628   0.181584  -0.018670   0.053002   0.018491  -0.005703   0.016192   0.387155  -0.039806   0.113005   0.021490  -0.006629   0.018818   0.086234   0.000662  0.387    4      5.460
03635  48.616776   0.241958   0.129585  38314.376  39603.183     63   33    267.405    -33.660     66.793   0.380438  -0.043853   0.087020   0.177574  -0.061407   0.121853   0.655486  -0.075558   0.149934   0.203581  -0.070400   0.139700   0.130262   0.001217  0.655   10      5.452
03637 344.907200   0.053564   0.109786  32315.828  33974.280     26   11    364.110    -13.580     69.382   0.497941  -0.017007   0.086890   0.390308  -0.039993   0.204325   0.454863  -0.015536   0.079373   0.379743  -0.038911   0.198794   0.109399   0.000800  0.455    4      5.450
03816  47.227162  -1.160097   0.126191  37699.201  37996.895     18    6    100.263    -15.012     41.155   0.143575  -0.019686   0.053968   0.009512  -0.003913   0.010726   0.295025  -0.040452   0.110896   0.010894  -0.004481   0.012285   0.126056   0.000543  0.295    4      5.351
03949   5.643853   0.260485   0.106426  31577.739  32095.481     25    8    181.499    -51.000     42.384   0.269224  -0.069276   0.057573   0.061484  -0.047463   0.039444   0.326167  -0.083929   0.069750   0.064456  -0.049757   0.041351   0.106446   0.000559  0.326    6      5.289
04001   3.892079   1.140625   0.152035  45402.369  45760.920     18    6    183.502    -18.751     19.763   0.242389  -0.022681   0.023905   0.046993  -0.013192   0.013904   0.273720  -0.025613   0.026995   0.048408  -0.013589   0.014323   0.152035   0.000512  0.274    3      5.270
04484  11.592736   0.378587   0.111830  33181.929  34073.811     72    5    255.804    -29.387     26.191   0.328199  -0.034528   0.030773   0.111988  -0.035345   0.031501   0.479102  -0.050403   0.044922   0.123063  -0.038840   0.034616   0.111339   0.000793  0.479    3      5.054
