 Cluster,RAJ2000,DEJ2000,RA1deg,DE1deg,Ngal,z,r80,R
2067,007.5849,+00.9354,007.5861,+00.9417,  6, 0.3897,  26.4,3
2068,006.5653,+01.2147,006.5655,+01.2212,  8, 0.2455,  44.6,4
2069,007.4890,+00.2885,007.4891,+00.2876, 10, 0.4842,  40.1,2
2070,009.4804,+00.8363,009.4816,+00.8361,  7, 0.5500,  21.8,4
2071,007.9271,+00.3604,007.9313,+00.3563,  6, 0.4336,  21.7,1
2072,007.8828,+00.0358,007.8808,+00.0620, 17, 0.1931, 114.4,2
2073,007.2454,+00.3253,007.2519,+00.3334, 10, 0.2025,  57.8,4
2074,008.5528,-00.1874,008.5511,-00.1843,  8, 0.2338,  33.2,2
2075,006.9481,-00.0453,006.9495,-00.0468,  5, 0.3537,  12.0,4
2076,007.0896,+00.6207,007.0930,+00.6217, 13, 0.3565,  71.4,4
2077,008.3626,+00.9959,008.3645,+00.9973,  6, 0.3490,  22.7,2
2078,008.0942,+00.5890,008.0904,+00.5947,  7, 0.3371,  49.3,2
2079,008.0427,-00.6708,008.0360,-00.6672,  8, 0.2052,  75.3,
2080,008.3547,-00.5182,008.3834,-00.5349, 28, 0.3723, 188.4,2
2081,007.5596,+00.1121,007.5620,+00.1088,  5, 0.3240,  13.5,2
2082,008.2741,+01.0556,008.2789,+01.0570,  6, 0.4357,  29.7,3
2083,008.6204,+01.1655,008.6199,+01.1657,  5, 0.4112,   7.6,2
2084,008.5454,-00.2280,008.5463,-00.2429, 14, 0.2275, 154.9,3
2085,006.7895,-00.1146,006.8055,-00.1177,  5, 0.4587,  72.4,
2086,009.0150,+00.2452,009.0133,+00.2452,  5, 0.2023,  22.7,2
2087,007.5003,-00.2163,007.5033,-00.2185,  6, 0.2595,  29.9,2
2088,007.7202,+01.0658,007.7185,+01.0623,  5, 0.4130,  18.1,2
2089,007.7419,-00.7443,007.7406,-00.7534, 11, 0.3766,  33.0,2
2090,008.2231,+00.1460,008.2258,+00.1437,  5, 0.3060,  18.6,
2091,008.7481,-01.1985,008.7574,-01.2050, 12, 0.1971,  36.0,2
2092,008.3230,-00.6253,008.3204,-00.6332,  6, 0.2511,  60.9,2
2093,007.7528,-00.0992,007.7511,-00.0982,  5, 0.3717,  19.9,2
2094,007.4631,+00.9566,007.4595,+00.9439,  5, 0.3998,  50.7,2
2095,007.4532,-00.3877,007.4649,-00.3955,  6, 0.2188,  55.7,3
2096,007.5862,-00.6827,007.5845,-00.6862,  5, 0.1990,  15.0,2
2097,009.0276,+00.1688,009.0223,+00.1583, 41, 0.2440, 312.1,2
2098,008.6945,-00.8215,008.6976,-00.8184,  5, 0.3247,  23.8,2
2099,007.2965,+00.9522,007.3031,+00.9618, 21, 0.2290, 105.0,3
2100,008.5986,+00.8597,008.5968,+00.8572, 68, 0.1878, 189.4,3
2101,007.5259,+00.0363,007.5184,+00.0210, 44, 0.3510, 237.1,3
2102,008.0101,-00.1939,008.0048,-00.1843,  9, 0.3833,  73.9,2
2103,009.2487,+00.0189,009.2461,+00.0172,  6, 0.1697,  22.0,4
2104,009.2278,-00.3440,009.2312,-00.3424,  7, 0.2640,  56.2,4
2105,007.7828,-00.2616,007.7806,-00.2584, 11, 0.2260,  86.5,2
2106,007.6155,-00.9294,007.6310,-00.9313, 25, 0.2077,  96.4,3
2107,008.7872,-01.1430,008.7871,-01.1343,  5, 0.3323,  23.8,2
2108,007.8516,-00.2753,007.8548,-00.2781,  9, 0.2819,  42.0,2
2109,008.5909,+00.3288,008.5939,+00.3281,  6, 0.2203,  42.5,1
2110,007.5558,-00.2769,007.5401,-00.2907, 14, 0.3388, 105.6,2
2111,008.9126,-00.3679,008.9124,-00.3690,  5, 0.4335,   6.6,1
2112,008.8458,-00.7161,008.8522,-00.7198,  5, 0.2020,  27.2,1
2113,007.1009,-00.0421,007.0973,-00.0408, 18, 0.2146, 117.4,4
2114,008.4874,-00.7522,008.4877,-00.7439, 23, 0.2735, 132.2,3
2115,007.0308,+00.7335,007.0341,+00.7311,  6, 0.3349,  37.1,
2116,008.4803,+00.7353,008.4905,+00.7235,  5, 0.6670,  83.0,3
2117,007.6126,-01.1595,007.5955,-01.1598,  6, 0.6015,  73.7,2
2118,006.9651,+00.6597,006.9613,+00.6618,  6, 0.2267,  36.1,4
2119,007.7880,-00.2037,007.7938,-00.1946,  8, 0.4539,  42.3,2
2120,007.6002,+00.4509,007.5984,+00.4502,  5, 0.3510,   6.6,2
2121,009.1427,-00.2314,009.1414,-00.2322,  5, 0.4901,  33.1,
2122,008.8065,+01.1192,008.8029,+01.1179,  5, 0.2180,  10.1,2
2123,008.4156,+00.2425,008.4128,+00.2298,  8, 0.3908,  48.4,1
2124,006.5905,+00.2770,006.5878,+00.2782,  6, 0.2883,  71.4,
2125,008.2654,-00.9736,008.2669,-00.9704,  5, 0.2931,  12.8,2
2126,007.2313,+00.7911,007.2300,+00.7899,  6, 0.3684,  14.1,4
2127,008.9973,-01.0796,009.0004,-01.0793,  5, 0.2491,  15.8,
2128,008.9645,+00.3560,008.9797,+00.3565, 40, 0.2392, 176.7,3
2129,007.9636,+00.7870,008.0128,+00.7628, 14, 0.3795, 238.1,1
2130,009.2659,-00.3405,009.2587,-00.3401,  5, 0.2000,  26.5,4
2131,007.5869,-01.1085,007.5856,-01.1128, 15, 0.2083,  68.8,2
2132,008.0766,+01.0117,008.0731,+01.0102, 35, 0.3440, 104.5,3
2133,006.9788,+01.2393,006.9783,+01.2389,  6, 0.3457,  51.3,
2134,008.2181,+00.0038,008.2235,+00.0036, 10, 0.3946,  37.4,3
2135,008.0141,+00.2276,008.0033,+00.2313, 10, 0.2403,  70.5,1
2136,007.7171,+01.0454,007.7147,+01.0655,  6, 0.5487,  73.9,2
2137,007.4984,+01.0919,007.5050,+01.0860, 10, 0.1937,  38.0,2
2138,007.9488,-00.5954,007.9483,-00.5969,  5, 0.3902,  12.9,2
2139,006.7138,-00.0899,006.7171,-00.0824, 10, 0.2850,  30.7,4
2140,008.3067,+01.0846,008.3369,+01.0781, 12, 0.6186, 180.7,1
2141,007.1871,-00.0701,007.1899,-00.0595, 15, 0.1950, 130.6,4
2142,007.1736,+00.6300,007.1571,+00.6317, 12, 0.2363,  60.7,4
2143,007.0555,+00.6025,007.0519,+00.6000,  6, 0.3563,  34.9,4
2144,008.1194,-00.2031,008.1201,-00.2002,  5, 0.3384,  11.5,1
2145,007.3974,+00.5353,007.3980,+00.5314, 29, 0.2977, 102.0,3
2146,007.6043,-00.4170,007.6189,-00.4177, 13, 0.2195, 106.5,2
2147,007.7567,+00.9081,007.7352,+00.9234,  9, 0.3428, 104.5,2
2148,006.8640,+00.1359,006.8644,+00.1394,  5, 0.2040,  20.0,4
2149,008.5294,-00.2588,008.5195,-00.2602,  6, 0.3126,  36.7,2
2150,008.7973,+00.7321,008.7994,+00.7300,  9, 0.2756,  42.3,2
2151,006.8060,+00.4923,006.8015,+00.4911,  9, 0.3780,  57.5,
2152,007.5847,+00.9359,007.5852,+00.9414,  5, 0.3841,  26.0,3
2153,008.4554,-00.7057,008.4559,-00.6991,  5, 0.1710,  23.9,2
2154,007.4773,+01.0828,007.4771,+01.0842, 10, 0.3507,  30.2,3
2155,008.2454,+00.9249,008.2404,+00.9275,  5, 0.3849,  46.6,2
2156,008.7540,+00.5356,008.7540,+00.5285,  5, 0.3720,  29.3,2
2157,006.7028,-00.1288,006.7017,-00.1325,  5, 0.3475,  30.0,4
2158,007.6716,+00.0282,007.6740,+00.0225,  5, 0.2082,  34.2,1
2159,009.1726,-00.7541,009.1799,-00.7508,  6, 0.3378,  57.7,4
2160,008.8054,-01.1234,008.8085,-01.1246,  8, 0.4063,  45.7,2
2161,007.4241,+01.1120,007.4195,+01.1106,  6, 0.3722,  45.1,2
2162,007.8307,-00.3925,007.8246,-00.4084,  8, 0.4244,  69.2,2
2163,007.3771,-00.3837,007.3716,-00.3846,  5, 0.2337,  28.6,1
2164,008.6416,-00.7781,008.6346,-00.7737,  5, 0.1540,  18.3,
2165,006.8784,+00.1751,006.8830,+00.1722,  9, 0.4230, 112.3,
2166,009.4043,-01.1210,009.4008,-01.1227,  6, 0.4247,  54.0,
2167,007.7844,+00.4350,007.7790,+00.4462,  6, 0.4368,  45.5,2
2168,006.9499,+00.1607,006.9580,+00.1579,  9, 0.2075,  41.0,4
2169,008.0000,-00.4213,007.9960,-00.4178,  6, 0.3866,  57.4,1
2170,007.0569,+00.1800,007.0396,+00.1821, 10, 0.4010,  97.8,
2171,008.2020,-00.9727,008.2119,-00.9519,  7, 0.5737,  82.8,2
2172,010.6145,-00.4801,010.6153,-00.4789,  5, 0.2953,  27.8,2
2173,009.8066,-00.3037,009.8108,-00.3245, 15, 0.2070,  76.5,2
2174,010.0864,+00.8310,010.0772,+00.8292,  5, 0.1289,  34.2,2
2175,010.2288,+00.7242,010.2266,+00.7260,  5, 0.2539,  12.7,2
2176,010.2271,-00.3028,010.2287,-00.2974,  5, 0.2901,  20.7,1
2177,011.1382,+00.7046,011.1475,+00.6985,  5, 0.2137,  36.1,1
2178,009.9017,-00.4953,009.9001,-00.4940,  8, 0.3498,  18.8,2
2179,011.0355,+00.9903,011.0330,+00.9884,  6, 0.1108,  18.4,1
2180,011.2512,+00.7516,011.2633,+00.7425,  5, 0.4552,  60.0,1
2181,009.9121,+00.1730,009.9184,+00.1666,  5, 0.4980,  58.3,2
2182,011.1890,+00.5783,011.1895,+00.5904,  8, 0.1580,  45.7,2
2183,010.3249,-00.9374,010.3342,-00.9529,  5, 0.5158,  53.4,2
2184,011.2131,+00.7766,011.2123,+00.7762,  6, 0.4351,  14.6,2
2185,011.8476,+00.8652,011.8508,+00.8530,  5, 0.1211,  45.6,4
2186,009.4353,+00.6474,009.4227,+00.6519,  5, 0.4924,  38.7,
2187,009.9799,-01.0106,009.9706,-01.0125,  7, 0.2675,  55.7,3
2188,009.6654,+00.5598,009.6470,+00.5532, 18, 0.5340, 105.9,
2189,011.7513,+00.4041,011.7396,+00.3969,  6, 0.4585,  52.6,
2190,009.6550,+00.4313,009.6551,+00.4332,  5, 0.3360,  12.0,4
2191,009.1608,+01.0696,009.1604,+01.0684,  5, 0.1972,   9.8,4
2192,011.3004,+00.7042,011.3048,+00.7045,  8, 0.2801,  24.5,2
2193,010.5553,-00.6086,010.5509,-00.6045, 13, 0.4644,  37.3,2
2194,009.9621,-01.0905,009.9602,-01.0936,  5, 0.6202,  18.1,4
2195,010.6934,+00.2116,010.6968,+00.2114,  8, 0.1900,  27.6,2
2196,010.8436,+00.2534,010.8523,+00.2527,  7, 0.1205,  85.0,2
2197,009.5238,-00.0988,009.5276,-00.1129,  5, 0.4864,  48.4,
2198,009.8247,+00.6951,009.8118,+00.7356, 15, 0.2550, 166.4,2
2199,010.0889,+00.9001,010.0831,+00.9040,  5, 0.1215,  19.9,
2200,010.0590,+00.7550,010.0718,+00.7557, 27, 0.3414, 169.5,2
2201,010.5394,-00.6286,010.5420,-00.6294,  5, 0.3730,   7.5,2
2202,010.7086,+00.2187,010.7077,+00.2154, 42, 0.2430,  71.3,4
2203,009.4640,+00.8809,009.4632,+00.8821, 11, 0.2536,  45.8,4
2204,010.4843,+01.2304,010.4801,+01.2324,  6, 0.4850,  34.8,2
2205,010.2472,+00.7336,010.2445,+00.7320,  9, 0.3102,  53.7,2
2206,009.6534,+00.7362,009.6634,+00.7292,  8, 0.5969, 101.7,
2207,011.5913,-00.1448,011.5934,-00.1552, 44, 0.2097, 149.8,4
2208,009.8526,-00.2150,009.8517,-00.2144, 18, 0.2073,  59.2,2
2209,009.5120,+01.1012,009.5106,+01.1021,  5, 0.2040,  22.5,4
2210,010.3638,+00.0915,010.3617,+00.0996, 13, 0.3788,  42.7,2
2211,009.5982,+00.3129,009.6118,+00.3257,  8, 0.5803, 122.0,
2212,011.6147,+00.5215,011.6048,+00.5218,  6, 0.3648,  43.4,
2213,009.9219,-00.0967,009.9202,-00.0906,  9, 0.3626,  36.1,2
2214,011.3880,-00.7391,011.3893,-00.7471,  6, 0.1370,  26.9,2
2215,009.7445,-00.4603,009.7364,-00.4655,  9, 0.2610, 124.0,
2216,011.3435,+01.1548,011.3449,+01.1646,  5, 0.3181,  49.1,2
2217,010.8061,-00.0189,010.8168,-00.0274,  5, 0.4400,  55.4,1
2218,010.7757,+01.1589,010.7761,+01.1636,  6, 0.4780,  39.6,2
2219,011.0339,+00.3549,011.0201,+00.3388, 10, 0.2598, 155.3,2
2220,009.8066,+00.5441,009.7995,+00.5472,  5, 0.5568,  37.5,3
2221,010.1306,+00.0491,010.1300,+00.0479,  5, 0.2001,  10.3,1
2222,010.5349,-00.1837,010.5360,-00.1803,  7, 0.4400,  40.4,2
2223,011.9648,+00.2716,011.9706,+00.2612,  5, 0.4710,  42.7,4
2224,009.0645,+00.6056,009.0661,+00.6080,  5, 0.2696,  10.7,4
2225,010.9063,-00.2095,010.9089,-00.1828, 20, 0.3485, 136.9,2
2226,011.3058,+00.6808,011.3037,+00.6512,  6, 0.2696, 104.6,1
2227,010.6917,-00.2024,010.6785,-00.2130, 36, 0.3601, 138.3,3
2228,009.8318,+00.8046,009.8460,+00.7922, 17, 0.3808,  91.1,2
2229,011.5905,-01.0014,011.5973,-01.0020,  5, 0.5269,  38.0,
2230,010.3034,+00.1152,010.3077,+00.1170,  7, 0.4950,  22.4,2
2231,010.5247,-00.4601,010.5308,-00.4723,  6, 0.2586,  45.3,2
2232,011.4351,+00.0956,011.4353,+00.0917,  6, 0.1881,  37.0,1
2233,010.6351,+00.8752,010.6363,+00.8725,  6, 0.1538,  39.6,
2234,011.0014,+00.1163,011.0050,+00.1144, 43, 0.2072, 119.7,3
2235,010.7139,-01.0090,010.7156,-01.0094,  5, 0.1937,  25.5,
2236,010.6948,+00.4828,010.6900,+00.4733,  6, 0.2600,  35.8,1
2237,011.2624,+01.2522,011.2657,+01.2484,  5, 0.3990,  18.8,
2238,010.6430,+00.5006,010.6438,+00.4968,  5, 0.4165,  25.1,2
2239,011.3497,+00.3426,011.3626,+00.3186,  9, 0.3431, 100.1,2
2240,010.1706,-00.9244,010.1691,-00.9261,  5, 0.4490,  27.3,2
2241,010.2887,-00.7311,010.2875,-00.7303,  7, 0.4990,  21.5,2
2242,010.0536,-00.5068,010.0516,-00.5029,  5, 0.3948,  35.5,2
2243,009.7886,+00.9902,009.7941,+00.9899,  5, 0.2130,  20.2,4
2244,009.8997,-01.0850,009.8995,-01.0816,  5, 0.2697,  39.0,2
2245,010.4664,+00.6222,010.4772,+00.6163,  6, 0.5507,  48.1,3
2246,009.0869,-00.3177,009.0776,-00.3200,  5, 0.2070,  34.9,4
2247,010.9477,+00.5325,010.9450,+00.5366,  5, 0.2160,  68.2,2
2248,009.9235,+00.7507,009.9261,+00.7538,  5, 0.2356,  15.0,2
2249,011.9562,+00.2671,011.9537,+00.2663,  5, 0.4200,  31.1,
2250,009.2477,+01.0588,009.2485,+01.0545,  5, 0.3400,  16.3,
2251,011.1624,-00.9081,011.1551,-00.9223, 25, 0.1890,  85.8,2
2252,009.9733,+00.2796,009.9690,+00.2867,  9, 0.4400,  36.6,3
2253,010.6360,+00.5077,010.6339,+00.5097,  5, 0.4272,  75.7,2
2254,010.7230,+00.7202,010.7196,+00.7184, 13, 0.2392,  72.9,2
2255,010.7143,+00.1474,010.7044,+00.1518,  5, 0.1936,  38.4,1
2256,009.7365,+01.1685,009.7201,+01.1576, 14, 0.3707,  78.2,4
2257,009.3756,-01.0899,009.3769,-01.0946,  6, 0.2568,  64.7,4
2258,011.4673,-00.8560,011.4517,-00.8543, 49, 0.1100, 168.8,4
2259,010.7591,+00.6833,010.7521,+00.6758,  5, 0.2195,  23.8,1
2260,010.8147,+00.0572,010.8112,+00.0613,  5, 0.2555,  30.6,2
2261,010.7916,-00.9305,010.7904,-00.9349,  6, 0.1168,  25.7,
2262,009.6161,+00.7736,009.6703,+00.7925, 15, 0.5390, 209.3,
2263,009.0952,+00.4525,009.1188,+00.4306,  8, 0.2130, 115.8,4
2264,011.8319,+00.4231,011.8360,+00.4207,  5, 0.1292,  21.4,4
2265,009.6994,+00.7076,009.7016,+00.7055,  5, 0.3350,  31.4,4
2266,011.9045,-00.6925,011.8469,-00.7016, 12, 0.3593, 172.3,
2267,010.9591,+00.7795,010.9583,+00.7884, 16, 0.4385,  69.6,3
2268,011.0499,+00.7588,011.0518,+00.7531,  5, 0.2547,  22.3,1
2269,009.6134,+01.0646,009.6117,+01.0636, 10, 0.3045,  41.1,4
2270,011.6217,-00.1862,011.6299,-00.1773,  6, 0.3649,  59.3,
2271,010.3115,+00.9812,010.3109,+00.9854,  6, 0.2861,  64.1,2
2272,010.0680,-00.1276,010.0535,-00.1570, 24, 0.2012, 136.0,3
2273,009.2004,-00.2879,009.2029,-00.2793,  7, 0.2090,  47.7,4
2274,010.4669,+00.5753,010.4611,+00.5682,  8, 0.5470,  97.3,2
2275,011.5500,+00.0260,011.5518,+00.0277, 10, 0.1068,  69.5,2
2276,011.8814,-00.8584,011.8646,-00.8381, 15, 0.0898,  96.2,4
2277,011.8849,-00.5794,011.8848,-00.5773,  5, 0.2440,  23.1,4
2278,011.3833,-00.7624,011.3923,-00.7686,  7, 0.1295,  49.7,2
2279,010.4925,+00.9325,010.4916,+00.9291,  5, 0.3577,  21.0,2
2280,010.3725,-00.3298,010.3746,-00.3201,  7, 0.4453,  82.2,2
2281,010.7688,-01.0112,010.7673,-01.0129,  5, 0.4430,  23.6,2
2282,010.3592,-00.5655,010.3652,-00.5698,  5, 0.4408,  49.2,3
2283,010.8253,-00.3269,010.8256,-00.3260,  5, 0.1750,  30.5,2
2284,010.4408,+00.4753,010.4334,+00.4718,  6, 0.1630,  46.5,2
2285,010.8892,+01.0167,010.8961,+01.0197, 14, 0.1696,  54.3,2
2286,010.9279,+00.0857,010.9323,+00.0872,  8, 0.2442,  47.9,2
2287,011.6133,-00.0445,011.6094,-00.0429, 13, 0.1400,  95.2,4
2288,009.3826,+00.5937,009.3749,+00.6072,  7, 0.3647,  68.5,4
2289,010.1165,-00.2230,010.0796,-00.2086, 18, 0.2247, 141.8,2
2290,009.1123,+00.5623,009.1241,+00.5890, 20, 0.2583, 144.8,4
2291,009.1136,-01.1279,009.1051,-01.1240,  6, 0.2267,  38.6,4
2292,009.4248,+00.0294,009.4182,+00.0284, 32, 0.2329, 186.8,4
2293,009.3132,+00.0926,009.2985,+00.0967, 10, 0.2455,  96.0,4
2294,011.2172,+00.4782,011.2342,+00.4709,  5, 0.4410,  57.5,3
2295,010.4411,+01.1626,010.4226,+01.1595, 10, 0.4891,  89.9,3
2296,009.8946,+00.2711,009.8984,+00.2720,  7, 0.4495,  34.3,2
2297,009.4704,-00.1122,009.4788,-00.1133, 29, 0.4758, 113.4,
2298,009.4766,+01.1953,009.4954,+01.1932,  5, 0.4219,  87.9,
2299,013.5381,-00.9317,013.5430,-00.9451,  6, 0.2275,  50.3,2
2300,011.7479,+00.6137,011.7556,+00.6155,  5, 0.2312,  30.2,
2301,013.3023,-00.7942,013.3023,-00.8001, 29, 0.1334,  88.0,3
2302,013.1027,-01.0700,013.0962,-01.0691,  6, 0.1365,  49.0,2
2303,012.7431,-00.7556,012.7339,-00.7561,  6, 0.4090,  38.0,2
2304,012.8461,+01.0237,012.8438,+01.0293,  6, 0.1945,  40.8,1
2305,013.8544,+00.7850,013.8583,+00.7921,  8, 0.2677,  47.5,2
2306,013.5470,+01.2194,013.5498,+01.2240,  5, 0.2595,  40.3,
2307,013.5951,+00.7075,013.6017,+00.6970,  9, 0.2486,  53.8,2
2308,014.0811,-00.8234,014.0792,-00.8256,  5, 0.4485,  15.7,2
2309,013.2957,-00.5730,013.2854,-00.5622,  6, 0.4034,  41.9,2
2310,014.0835,+00.0110,014.0813,+00.0036,  5, 0.1785,  19.9,2
2311,013.9929,+01.1420,013.9937,+01.1414,  5, 0.4430,  13.2,
2312,014.4852,+00.9666,014.4912,+00.9614,  6, 0.3564,  31.8,4
2313,012.9969,-01.1846,012.9964,-01.1982, 10, 0.3510, 142.5,1
2314,013.9651,+00.6531,013.9618,+00.6529,  7, 0.1835,  51.6,2
2315,014.2407,-01.1601,014.2410,-01.1581,  5, 0.0920,  19.8,4
2316,014.3788,+01.0103,014.3838,+01.0058,  6, 0.3610,  74.1,
2317,012.5363,+00.4980,012.5363,+00.4925,  7, 0.4883,  38.1,3
2318,012.1768,+00.5276,012.1723,+00.5247,  5, 0.5225,  19.7,
2319,013.4915,-01.1940,013.4803,-01.1884,  5, 0.2117,  47.8,2
2320,013.8028,-00.0651,013.8019,-00.0661,  6, 0.3470,  32.4,1
2321,012.6575,+00.8109,012.6589,+00.8127,  5, 0.4275,   9.9,2
2322,013.8579,+01.1639,013.8626,+01.1650, 18, 0.3440,  72.9,3
2323,012.7662,+00.5916,012.7680,+00.5941,  6, 0.2096,  22.2,2
2324,012.4342,+01.0329,012.4144,+00.9983, 35, 0.3001, 173.1,3
2325,013.8381,-01.1698,013.8373,-01.1684,  5, 0.3000,  22.4,2
2326,012.4992,+01.1229,012.4949,+01.1268,  5, 0.3040,  20.9,3
2327,013.2415,-00.1667,013.2371,-00.1765,  6, 0.5510,  72.6,3
2328,011.7296,+00.3445,011.7271,+00.3439,  5, 0.3560,  18.8,4
2329,012.5813,-01.2131,012.5928,-01.1920,  7, 0.3440,  90.6,2
2330,013.6837,-00.7850,013.6854,-00.7865,  5, 0.2848,  19.2,2
2331,013.0854,-00.9106,013.0829,-00.9166,  9, 0.3965,  49.7,2
2332,011.8425,+00.5779,011.8412,+00.5835,  8, 0.2746,  86.6,
2333,013.1999,+00.4525,013.2046,+00.4514,  5, 0.3436,  26.3,2
2334,012.6951,+00.0494,012.7007,+00.0537,  5, 0.2185,  36.5,
2335,012.9715,-00.1680,012.9603,-00.1802,  5, 0.5510,  60.5,2
2336,014.2327,-00.1558,014.2441,-00.1470,  5, 0.2470,  53.7,
2337,013.1329,+00.2248,013.1281,+00.2250,  5, 0.4430,  24.6,3
2338,014.3304,-00.7774,014.3384,-00.7721,  9, 0.2214,  52.1,4
2339,011.8590,-00.5962,011.8670,-00.6051,  6, 0.3823,  53.0,
2340,012.6004,-01.0348,012.6238,-01.0213,  7, 0.3510,  98.0,2
2341,012.0058,-00.7058,012.0040,-00.7097,  6, 0.4415,  40.8,
2342,011.9601,+00.4410,011.9613,+00.4415,  6, 0.3647,  41.9,
2343,012.8142,-00.4041,012.8141,-00.4052,  6, 0.4015,  24.2,2
2344,012.6253,-00.5054,012.6389,-00.4847,  7, 0.2290, 114.6,
2345,011.8833,-00.3327,011.8854,-00.3317,  5, 0.2750,  13.2,4
2346,012.9575,+00.3103,012.9608,+00.3161,  6, 0.3968,  37.5,1
2347,013.4286,-00.7481,013.4266,-00.7462,  5, 0.1389,  40.4,2
2348,012.6391,+00.0465,012.6347,+00.0568,  6, 0.2319,  41.0,
2349,014.0432,-01.0256,014.0488,-01.0217,  6, 0.1656,  24.7,2
2350,012.9812,-00.5554,012.9814,-00.5663, 12, 0.4159,  45.1,3
2351,011.6817,-00.7090,011.6825,-00.7025, 11, 0.3321,  89.7,
2352,012.3833,+00.3489,012.3885,+00.3515,  7, 0.3430,  24.9,2
2353,014.0311,-00.5747,014.0404,-00.5753,  5, 0.2905,  34.4,2
2354,012.9528,-00.9313,012.9444,-00.9206, 11, 0.3103,  50.4,2
2355,011.7568,-00.5740,011.7608,-00.5746,  5, 0.2540,  28.2,4
2356,013.9203,+00.7332,013.9192,+00.7353,  9, 0.4166,  75.4,2
2357,013.8421,-00.3286,013.8409,-00.3284,  5, 0.1333,  17.5,
2358,014.1347,+00.7758,014.1210,+00.7721, 12, 0.4447,  68.8,
2359,012.5563,+01.0461,012.5525,+01.0401,  9, 0.3017,  84.1,1
2360,013.3343,-00.2673,013.3533,-00.2673,  5, 0.3773,  74.2,2
2361,013.4069,+00.9060,013.4080,+00.9004, 23, 0.2602, 171.9,2
2362,013.6805,-00.9230,013.6927,-00.9325, 14, 0.3428, 133.2,2
2363,014.3981,+00.5966,014.4010,+00.5908,  8, 0.2846,  52.9,
2364,011.6253,-00.2392,011.6238,-00.2344,  6, 0.3082,  39.0,4
2365,014.4065,+00.2049,014.3976,+00.1994,  5, 0.2900,  38.2,
2366,012.8495,+00.0278,012.8420,+00.0198,  5, 0.1719,  23.5,1
2367,012.9069,-00.1313,012.9034,-00.1348,  9, 0.4131,  47.4,2
2368,014.4121,+00.6273,014.3970,+00.6126, 18, 0.3515,  87.1,4
2369,014.5051,+01.1427,014.4999,+01.1439, 11, 0.3925,  49.7,4
2370,013.4388,+00.0407,013.4425,+00.0425,  5, 0.4080,  39.3,1
2371,012.2383,+01.1084,012.2427,+01.1058,  5, 0.3089,  41.8,4
2372,014.3729,-01.2449,014.3689,-01.2444,  5, 0.2580,  30.5,4
2373,014.1705,-01.1464,014.1570,-01.1332, 11, 0.4430, 161.0,
2374,013.4303,-00.7861,013.4426,-00.7803, 12, 0.1366,  57.7,2
2375,012.8515,-00.3194,012.8484,-00.3214,  5, 0.2375,  13.3,2
2376,012.1253,+00.1975,012.1207,+00.2008,  6, 0.4571,  36.1,
2377,013.6497,+00.8135,013.6454,+00.8053,  9, 0.2686, 174.9,2
2378,012.8484,-01.2359,012.8421,-01.2355, 13, 0.4003,  71.2,2
2379,013.1565,-01.0665,013.1579,-01.0592,  8, 0.3817,  55.1,3
2380,013.8219,-00.0227,013.8290,-00.0218,  8, 0.3995,  65.3,2
2381,014.0000,-01.2174,014.0038,-01.2175,  5, 0.4318,  13.8,2
2382,014.4888,+00.4240,014.4937,+00.4090,  9, 0.2160,  57.3,4
2383,013.4384,-00.2284,013.4384,-00.2262,  9, 0.4430,  32.8,3
2384,012.1930,+00.1523,012.1946,+00.1516, 11, 0.2399,  36.5,4
2385,012.6841,+00.2407,012.6992,+00.2397,  5, 0.2020,  55.4,1
2386,012.5501,+00.7511,012.5471,+00.7511,  6, 0.1957,  34.1,1
2387,015.8246,-00.5156,015.8174,-00.5069, 25, 0.3442, 178.2,2
2388,016.2211,+00.0561,016.2307,+00.0601,155, 0.2540, 260.7,4
2389,014.2572,-00.0305,014.2639,-00.0360,  9, 0.1884,  44.4,4
2390,015.6757,+01.1271,015.6719,+01.1469, 32, 0.1357, 155.5,3
2391,014.3291,+00.0172,014.3250,+00.0257, 12, 0.1917,  65.6,4
2392,014.8494,+00.4201,014.8486,+00.4214,  6, 0.4410,  11.5,4
2393,014.6863,-00.2031,014.6815,-00.2120,  7, 0.1250,  37.1,4
2394,015.0381,+00.1791,015.0288,+00.1749,  6, 0.4402,  38.5,2
2395,014.1854,-01.0553,014.1829,-01.0531,  5, 0.3980,  15.2,4
2396,016.5871,+01.2010,016.5829,+01.1940,  8, 0.3206,  28.4,2
2397,015.6929,+00.2432,015.6949,+00.2488,  8, 0.1937,  74.4,2
2398,016.4443,+00.8846,016.4440,+00.8872,  5, 0.1824,  48.2,
2399,015.8713,-00.8131,015.8660,-00.8085,  6, 0.4566,  39.9,1
2400,016.5943,+00.4446,016.5967,+00.4434,  7, 0.1628,  31.8,1
2401,015.6953,+00.1752,015.6894,+00.1833,  8, 0.2411,  46.7,2
2402,014.6279,+00.5136,014.6112,+00.5102,  6, 0.4795,  62.7,
2403,015.8420,+00.3116,015.8275,+00.3066, 24, 0.2013, 101.1,3
2404,015.4064,-00.6539,015.4105,-00.6538,  5, 0.1901,  19.8,1
2405,014.6151,-01.2041,014.6295,-01.1942, 20, 0.3917,  91.9,4
2406,016.0432,-00.3207,016.0358,-00.3252,  6, 0.2631,  45.3,1
2407,015.1283,-00.4604,015.1246,-00.4621, 12, 0.3424,  53.0,2
