 Cluster,RAJ2000,DEJ2000,RA1deg,DE1deg,Ngal,z,r80,R
1465,353.5152,-00.5054,353.5150,-00.5046,  5, 0.3510,   8.6,2
1466,352.4868,+00.8181,352.4886,+00.8172,  5, 0.7110,  16.3,2
1467,351.7835,-00.6961,351.7870,-00.6984,  6, 0.1345,  38.1,4
1468,352.9967,+01.0396,352.9876,+01.0420,  6, 0.3677,  33.4,2
1469,352.4580,+00.8918,352.4545,+00.8986, 33, 0.4661, 176.6,2
1470,351.9279,-00.7408,351.9269,-00.7399,  6, 0.4460,  27.2,4
1471,352.7853,-00.0829,352.7838,-00.0824,  5, 0.3633,  14.6,2
1472,354.2095,+00.5455,354.2164,+00.5443,  5, 0.6001,  32.3,
1473,353.6993,+00.7799,353.6982,+00.7830,  5, 0.4430,  43.3,2
1474,352.2871,+01.1868,352.2819,+01.1819,  8, 0.4541,  70.6,2
1475,352.9119,-00.7654,352.9135,-00.7692,  6, 0.3900,  20.8,2
1476,351.9259,+00.2319,351.9270,+00.2247,  5, 0.4441,  26.6,
1477,352.9584,-00.6649,352.9598,-00.6626,  6, 0.2519,  10.7,2
1478,353.5942,-00.9226,353.5820,-00.9436,  6, 0.3840, 113.3,2
1479,351.9223,-00.3424,351.9196,-00.3367,  6, 0.2790,  27.9,4
1480,353.5845,-00.9485,353.5882,-00.9521,  5, 0.3340,  17.6,2
1481,352.7622,+00.5908,352.7634,+00.5915,  8, 0.4453,  17.4,3
1482,352.9042,+00.1259,352.9087,+00.1284,  7, 0.2344,  45.5,2
1483,351.5071,-00.0584,351.5045,-00.0617,  5, 0.5788,  16.5,2
1484,352.4062,+00.1787,352.4046,+00.1786,  5, 0.3220,  25.7,2
1485,351.5665,+00.1189,351.5561,+00.1146, 10, 0.3844,  66.4,
1486,351.4078,+00.9731,351.4141,+00.9725,  5, 0.2146,  35.3,4
1487,352.5740,-00.8673,352.5739,-00.8880,  5, 0.2548,  75.9,
1488,353.1632,-00.9194,353.1609,-00.9203,  5, 0.3510,  14.0,2
1489,353.3182,-00.8177,353.3120,-00.8107, 10, 0.3703,  80.4,2
1490,352.3634,+00.6877,352.3664,+00.6891,  5, 0.2891,  11.8,2
1491,352.5798,-00.2112,352.5789,-00.2059,  7, 0.4072,  34.7,2
1492,353.8363,+00.8257,353.8405,+00.8259, 19, 0.2594,  76.0,2
1493,352.6150,+01.0549,352.6175,+01.0533,  5, 0.4410,  30.9,2
1494,353.3163,+00.9580,353.3155,+00.9593,  5, 0.2210,  20.6,1
1495,352.5547,+00.6428,352.5512,+00.6425,  6, 0.2200,  46.5,
1496,352.8409,+00.5824,352.8392,+00.5800,  6, 0.3870,  22.9,3
1497,353.3673,-00.0313,353.3662,-00.0228,  6, 0.4620,  63.2,2
1498,353.6420,-00.4667,353.6383,-00.4670, 13, 0.4365,  47.7,3
1499,353.1861,-01.1087,353.1768,-01.1108, 18, 0.4054,  46.8,3
1500,353.1482,-00.0626,353.1391,-00.0678, 11, 0.4930,  59.3,2
1501,352.0978,+00.3721,352.0959,+00.3903, 16, 0.3757,  76.3,
1502,352.3294,+00.1290,352.3290,+00.1348, 13, 0.3826, 166.4,2
1503,353.3632,-00.9357,353.3783,-00.9415, 12, 0.4821, 130.7,3
1504,352.8596,+00.6092,352.8602,+00.6153, 28, 0.2608,  87.9,3
1505,351.8639,+00.1139,351.8627,+00.1103,  5, 0.3582,  18.0,4
1506,352.3529,-00.8139,352.3411,-00.8088, 21, 0.3130,  78.6,3
1507,351.9553,+00.8649,351.9561,+00.8599,  8, 0.2566,  46.1,
1508,354.0290,-00.2673,354.0224,-00.2701,  7, 0.2330,  33.6,4
1509,351.8749,+00.6204,351.8705,+00.6279, 10, 0.4574,  67.8,
1510,352.7182,-00.1798,352.7196,-00.1809,  8, 0.4341,  35.2,2
1511,351.6421,+00.3597,351.6436,+00.3580,  7, 0.3449,  27.2,
1512,352.7111,-00.0407,352.7163,-00.0383,  7, 0.3140, 116.5,2
1513,353.4816,-00.4855,353.4795,-00.4921,  6, 0.4327, 109.5,2
1514,352.5041,-00.6818,352.5019,-00.6751,  8, 0.1764,  69.4,2
1515,352.8393,+00.5851,352.8369,+00.5959,  5, 0.3010,  30.3,3
1516,353.9921,-00.4878,353.9939,-00.4843, 12, 0.2598,  36.3,4
1517,353.8904,-00.5341,353.8787,-00.5311,  7, 0.2690,  46.0,4
1518,353.9196,+00.6494,353.8839,+00.6268,  8, 0.4621, 153.3,
1519,351.9105,-00.0201,351.9194,-00.0183,  7, 0.3860,  37.6,4
1520,353.0804,+01.1605,353.0780,+01.1617,  5, 0.4560,  33.4,2
1521,353.6588,-01.0995,353.6790,-01.0711, 15, 0.4710, 131.8,2
1522,353.3317,-00.8477,353.3215,-00.8429,  6, 0.3790,  46.3,2
1523,353.5932,-00.4405,353.5805,-00.4246, 40, 0.4156, 101.7,3
1524,352.0591,+00.9616,352.0599,+00.9576,  5, 0.2245,  27.3,4
1525,352.6670,+00.6132,352.6673,+00.6094, 19, 0.2757, 148.1,2
1526,353.8924,-00.8661,353.8799,-00.8888, 10, 0.2455, 117.1,4
1527,352.0751,+00.1922,352.0785,+00.1961,  5, 0.2370,  64.1,
1528,351.6402,+01.1278,351.6385,+01.1214,  5, 0.2730,  23.9,
1529,353.9095,+00.6619,353.9228,+00.6578,  7, 0.4410, 106.9,
1530,353.8527,+00.5665,353.8521,+00.5639,  9, 0.2110,  46.4,2
1531,353.2162,+00.0495,353.2145,+00.0469,  5, 0.3430,  17.9,1
1532,351.7857,-01.2161,351.7851,-01.2139,  7, 0.2459,  65.9,4
1533,352.1776,+00.8264,352.1776,+00.8275,  6, 0.2785,  22.5,1
1534,354.0262,-01.1793,354.0365,-01.1835, 38, 0.2524, 115.1,4
1535,352.4517,-00.6260,352.4410,-00.6321,  5, 0.3670,  55.2,2
1536,353.7884,-00.4583,353.7918,-00.4559,  5, 0.3658,  17.0,1
1537,352.1207,-00.7151,352.1268,-00.7092,  8, 0.1908,  84.6,2
1538,353.2206,+01.1835,353.2200,+01.1685, 33, 0.4430, 167.5,3
1539,352.2491,-00.6415,352.2448,-00.6347,  6, 0.2966,  55.0,
1540,353.7362,+00.3828,353.7344,+00.3884,  9, 0.2361,  57.9,2
1541,352.5378,+00.9452,352.5388,+00.9309, 14, 0.4430,  63.4,3
1542,354.1609,-00.6020,354.1604,-00.6043,  7, 0.4370,  46.8,
1543,352.8387,+00.5616,352.8440,+00.5538,  9, 0.4720,  67.7,3
1544,353.0437,-00.5246,353.0386,-00.5253,  7, 0.2970,  49.1,2
1545,352.0607,-00.9226,352.0573,-00.9326,  7, 0.3022,  57.9,4
1546,351.8999,+00.9560,351.8828,+00.9428, 61, 0.2537, 198.1,4
1547,352.1606,+00.9665,352.1635,+00.9685,  6, 0.4831,  28.7,2
1548,352.7434,-00.4433,352.7342,-00.4307,  7, 0.5336,  56.7,2
