#ACT-CL;RAJ2000;DEJ2000;SNR;z;e_z;n_z;M500c;M500cC;M200m
# ;deg;deg; ; ; ; ;10+14Msun;10+14Msun;10+14Msun
#------------;-----------;-----------;------;-------;-------;----;------;------;------
J0947.9-0120;146.9929281;-01.3341108;13.207; 1.1041; 0.0421;phot; 4.048; 5.702; 6.992
J0948.3+1534;147.0790210;+15.5833173; 5.480; 0.3342; 0.0000;spec; 2.382; 3.356; 4.320
J0949.5+0559;147.3873653;+05.9959297; 4.825; 0.1945; 0.0215;phot; 1.762; 2.482; 3.317
J0949.8+0747;147.4665653;+07.7858399; 5.202; 0.6128; 0.0000;spec; 2.424; 3.414; 4.189
J0949.8+1707;147.4680986;+17.1224651;22.722; 0.3879; 0.0000;spec; 7.269;10.238;13.369
J0949.8+1851;147.4633505;+18.8516699; 4.344; 0.4601; 0.0263;phot; 1.842; 2.594; 3.231
J0950.4+0530;147.6248005;+05.5147250; 4.798; 0.6626; 0.0233;phot; 2.353; 3.314; 4.046
J0950.6+0449;147.6625663;+04.8291469; 5.411; 0.8360; 0.0257;phot; 2.485; 3.500; 4.239
J0951.0+1132;147.7624818;+11.5375407; 4.990; 0.6123; 0.0000;spec; 2.387; 3.363; 4.125
J0951.4+0637;147.8603475;+06.6332332; 4.958; 0.5563; 0.0000;spec; 2.474; 3.485; 4.306
J0951.6-0014;147.9219763;-00.2399475; 9.527; 0.4210; 0.0000;spec; 3.922; 5.524; 7.053
J0951.8+1044;147.9623408;+10.7459736; 5.093; 0.8054; 0.0253;phot; 2.249; 3.167; 3.831
J0951.8+1354;147.9665768;+13.9107782; 4.858; 0.3726; 0.0000;spec; 2.274; 3.202; 4.079
J0952.6+0618;148.1678062;+06.3164644; 6.102; 0.4268; 0.0000;spec; 2.939; 4.140; 5.243
J0952.8+1850;148.2009276;+18.8490279; 5.147; 0.8044; 0.0000;spec; 2.152; 3.031; 3.663
J0953.4+1626;148.3650472;+16.4355924;14.152; 0.6130; 0.0000;spec; 5.043; 7.103; 8.860
J0954.2+1738;148.5652622;+17.6347529; 5.221; 0.9788; 0.0277;phot; 2.055; 2.894; 3.487
J0954.5+1601;148.6374743;+16.0290882; 4.533; 0.2317; 0.0000;spec; 1.946; 2.741; 3.622
J0954.9+0733;148.7318956;+07.5634447; 5.180; 0.8156; 0.0254;phot; 2.343; 3.301; 3.995
J0955.0+1603;148.7650511;+16.0533292; 4.737; 0.4412; 0.0000;spec; 2.165; 3.049; 3.825
J0955.2+1804;148.8104382;+18.0751095; 4.914; 0.6280; 0.0000;spec; 2.006; 2.825; 3.447
J0956.1+0158;149.0446152;+01.9802759; 5.947; 0.9460; 0.0158;phot; 2.507; 3.531; 4.272
J0956.6-0223;149.1591182;-02.3939379; 6.983; 0.4972; 0.0000;spec; 2.980; 4.197; 5.251
J0957.1+1255;149.2916837;+12.9166772; 4.309; 0.3381; 0.0149;phot; 1.972; 2.777; 3.556
J0957.6+0234;149.4053422;+02.5758417; 5.795; 0.3734; 0.0000;spec; 2.533; 3.568; 4.555
J0957.8+1816;149.4699423;+18.2733591; 4.518; 0.4925; 0.0135;phot; 1.970; 2.775; 3.443
J0958.7+1739;149.6903094;+17.6596345; 4.564; 0.8972; 0.0266;phot; 2.034; 2.864; 3.451
J1000.2+1445;150.0626307;+14.7583333; 4.473; 0.9380; 0.0271;phot; 2.003; 2.821; 3.397
J1000.4+0443;150.1085752;+04.7313784; 8.042; 0.3520; 0.0000;spec; 3.475; 4.894; 6.328
J1001.4+1952;150.3666667;+19.8791964; 4.133; 0.8462; 0.0258;phot; 1.861; 2.621; 3.154
J1002.0+0630;150.5082202;+06.5001565; 4.534; 0.5021; 0.0000;spec; 2.042; 2.876; 3.566
J1002.0+1517;150.5213280;+15.2989123; 6.598; 0.5967; 0.0000;spec; 2.929; 4.126; 5.092
J1002.1+1326;150.5358200;+13.4405796; 7.048; 1.2338; 0.0313;phot; 2.618; 3.688; 4.503
J1003.5-0257;150.8835800;-02.9526284;14.546; 0.6816; 0.0000;spec; 4.967; 6.996; 8.670
J1003.8+1354;150.9666096;+13.9041163; 5.795; 0.3872; 0.0000;spec; 2.502; 3.524; 4.484
J1004.3+1018;151.0781815;+10.3066793; 5.153; 0.8462; 0.0258;phot; 2.318; 3.264; 3.947
J1004.5+1203;151.1468850;+12.0518083; 5.585; 0.9278; 0.0270;phot; 2.394; 3.372; 4.076
J1004.8-0137;151.2126636;-01.6293110; 5.475; 0.3090; 0.0000;spec; 2.326; 3.276; 4.244
J1004.9+1758;151.2319372;+17.9819093; 4.645; 0.7442; 0.0244;phot; 2.020; 2.845; 3.442
J1005.0+0452;151.2662578;+04.8733170; 5.410; 0.4563; 0.0000;spec; 2.464; 3.471; 4.354
J1005.3+1013;151.3416667;+10.2292204; 4.410; 0.5839; 0.0285;phot; 2.258; 3.180; 3.908
J1005.5+0235;151.3834067;+02.5858450; 4.741; 0.3716; 0.0000;spec; 2.045; 2.880; 3.661
J1006.9+0255;151.7385008;+02.9284911; 6.794; 0.9240; 0.0156;phot; 2.723; 3.835; 4.648
J1007.5+1204;151.8882975;+12.0817194; 4.346; 0.6593; 0.0299;phot; 2.066; 2.910; 3.543
J1007.5+1956;151.8941913;+19.9347321; 4.959; 0.3080; 0.0000;spec; 2.153; 3.033; 3.923
J1007.6+2007;151.9227362;+20.1285706; 4.384; 0.2512; 0.0000;spec; 1.607; 2.263; 2.958
J1008.3+0736;152.0773067;+07.6077452; 5.343; 0.5495; 0.0000;spec; 2.449; 3.449; 4.265
J1008.5+0523;152.1402409;+05.3905537; 6.200; 0.7168; 0.0309;phot; 2.855; 4.022; 4.911
J1008.7+1147;152.1984936;+11.7984468;11.755; 0.2599; 0.0000;spec; 4.592; 6.468; 8.651
J1009.7+0255;152.4282109;+02.9264057; 6.556; 0.3700; 0.0000;spec; 2.757; 3.883; 4.972
J1009.7+1947;152.4292003;+19.8000000; 4.473; 0.6623; 0.0000;spec; 2.049; 2.886; 3.513
J1009.8+1614;152.4638463;+16.2473246; 4.340; 0.6107; 0.0000;spec; 2.098; 2.954; 3.615
J1009.8+2009;152.4666174;+20.1666372; 4.612; 0.9482; 0.0273;phot; 2.167; 3.051; 3.681
J1010.8+1135;152.7158889;+11.5885619; 5.905; 0.5450; 0.0000;spec; 2.770; 3.902; 4.840
J1011.1+1604;152.7806172;+16.0787737; 5.846; 0.1434; 0.0000;spec; 2.407; 3.390; 4.664
J1011.2+1807;152.8094903;+18.1215150; 5.394; 0.3050; 0.0000;spec; 1.995; 2.809; 3.631
J1011.2-0301;152.8083743;-03.0274540; 6.043; 0.8564; 0.0260;phot; 2.478; 3.490; 4.225
J1011.3-0203;152.8289689;-02.0519432; 6.678; 0.1900; 0.0238;phot; 2.573; 3.625; 4.898
J1011.7+0914;152.9268355;+09.2458733; 8.253; 0.3810; 0.0000;spec; 3.581; 5.044; 6.482
J1012.5+0239;153.1292632;+02.6625993; 8.224; 0.2390; 0.0000;spec; 3.217; 4.531; 6.047
J1013.0+0833;153.2556017;+08.5553466; 8.581; 0.5900; 0.0000;spec; 3.810; 5.367; 6.668
J1014.0+0237;153.5041484;+02.6250000; 4.126; 0.5773; 0.0128;phot; 1.997; 2.813; 3.451
J1014.1+0038;153.5294663;+00.6427119;10.402; 1.2300; 0.0000;spec; 3.164; 4.456; 5.463
J1014.5+0355;153.6432443;+03.9269653; 8.036; 1.0400; 0.0286;phot; 3.053; 4.300; 5.230
J1014.6+0310;153.6667520;+03.1809756; 4.643; 0.7384; 0.0000;spec; 2.100; 2.958; 3.584
J1014.8+1039;153.7049086;+10.6573941; 5.628; 0.1977; 0.0000;spec; 2.092; 2.946; 3.949
J1015.2-0105;153.8250000;-01.0873849; 4.220; 0.1939; 0.0215;phot; 1.685; 2.373; 3.169
J1015.7+1813;153.9451999;+18.2304283; 6.805; 0.8360; 0.0257;phot; 2.710; 3.817; 4.631
J1016.1+1157;154.0359421;+11.9583656; 5.130; 0.2346; 0.0000;spec; 2.292; 3.229; 4.280
J1016.9+1410;154.2416667;+14.1708625; 4.743; 0.2500; 0.0000;spec; 2.056; 2.896; 3.809
J1017.2+1044;154.3145764;+10.7365305; 5.280; 0.1882; 0.0000;spec; 1.966; 2.769; 3.720
J1017.3+1409;154.3459706;+14.1666667; 4.596; 0.6422; 0.0230;phot; 2.186; 3.079; 3.759
J1018.1+1920;154.5427017;+19.3409365; 7.116; 0.8666; 0.0261;phot; 2.677; 3.770; 4.570
J1018.2+1209;154.5739218;+12.1526181; 5.269; 0.2410; 0.0000;spec; 2.411; 3.395; 4.496
J1018.3+1335;154.5932220;+13.5883198; 5.036; 0.8666; 0.0261;phot; 2.313; 3.258; 3.937
J1018.7+1244;154.6816736;+12.7375617; 4.694; 0.1959; 0.0000;spec; 1.926; 2.713; 3.631
J1018.7-0130;154.6929345;-01.5166088; 6.614; 0.3869; 0.0000;spec; 2.765; 3.894; 4.966
J1020.1-0013;155.0277187;-00.2193680; 4.577; 0.3997; 0.0000;spec; 1.951; 2.748; 3.468
J1020.3-0100;155.0874128;-01.0166667; 4.322; 0.4110; 0.0162;phot; 1.871; 2.635; 3.314
J1020.6+1459;155.1713664;+14.9888348; 4.670; 0.6380; 0.0295;phot; 2.093; 2.948; 3.598
J1021.0+1916;155.2682392;+19.2690879; 6.274; 0.7136; 0.0240;phot; 2.498; 3.519; 4.285
J1021.1+1445;155.2829546;+14.7623157;10.017; 0.2420; 0.0000;spec; 3.763; 5.301; 7.096
J1021.6+1720;155.4109689;+17.3397557; 6.599; 0.5643; 0.0000;spec; 2.838; 3.997; 4.948
J1022.8+0509;155.7183552;+05.1549650; 4.355; 0.8054; 0.0253;phot; 2.014; 2.837; 3.424
J1022.9+1544;155.7480369;+15.7465083; 5.518; 0.7646; 0.0247;phot; 2.386; 3.360; 4.077
J1023.1+0221;155.7972687;+02.3657148; 4.715; 0.1925; 0.0215;phot; 1.834; 2.583; 3.458
J1023.1+0705;155.7823565;+07.0993933; 6.274; 0.2900; 0.0000;spec; 2.589; 3.647; 4.763
J1023.2-0217;155.8128880;-02.2927585; 7.146; 0.7850; 0.0250;phot; 2.822; 3.975; 4.836
J1023.4+0443;155.8749186;+04.7169152; 5.424; 0.6776; 0.0000;spec; 2.516; 3.543; 4.326
J1023.6+0411;155.9127062;+04.1879736;22.617; 0.2850; 0.0000;spec; 8.528;12.011;16.201
J1023.7+0832;155.9278121;+08.5435779; 5.400; 1.0706; 0.0290;phot; 2.381; 3.353; 4.060
J1025.5-0225;156.3841200;-02.4211244; 9.906; 0.5439; 0.0000;spec; 3.789; 5.337; 6.669
J1025.6+1151;156.4073472;+11.8611526; 5.339; 0.9788; 0.0277;phot; 2.478; 3.490; 4.222
J1025.7+0956;156.4459526;+09.9416667; 4.255; 0.3177; 0.0237;phot; 1.782; 2.509; 3.223
J1025.9+1241;156.4904973;+12.6836119;10.312; 0.1420; 0.0000;spec; 4.379; 6.168; 8.628
J1025.9+1314;156.4904290;+13.2359649; 7.165; 0.9380; 0.0271;phot; 3.011; 4.241; 5.151
J1026.9+0916;156.7486905;+09.2778779;16.307; 0.5419; 0.0000;spec; 6.217; 8.756;11.073
J1027.1+0439;156.7876611;+04.6666667; 4.419; 0.5358; 0.0276;phot; 2.125; 2.993; 3.696
J1027.2+0345;156.8119400;+03.7525509; 6.370; 0.7490; 0.0000;spec; 3.036; 4.276; 5.219
J1027.8+0004;156.9583337;+00.0689496; 5.270; 0.7062; 0.0000;spec; 2.329; 3.280; 3.991
J1027.9-0246;156.9821729;-02.7681700; 5.830; 0.4129; 0.0142;phot; 2.593; 3.652; 4.625
J1028.0+0750;157.0055857;+07.8361979; 4.515; 1.2746; 0.0318;phot; 1.605; 2.260; 2.737
J1029.9+0016;157.4781089;+00.2779330; 6.001; 1.3470; 0.0469;phot; 2.252; 3.171; 3.885
J1030.3+1403;157.5917309;+14.0559666; 4.662; 0.3204; 0.0000;spec; 2.198; 3.096; 3.993
J1030.5+1415;157.6414409;+14.2625704; 9.185; 0.3170; 0.0000;spec; 3.821; 5.382; 7.040
J1031.2+0031;157.8082969;+00.5292330; 4.880; 0.8811; 0.0152;phot; 2.222; 3.130; 3.779
J1031.3+1405;157.8418770;+14.0879011;10.791; 0.3190; 0.0000;spec; 4.349; 6.125; 8.035
J1031.7-0302;157.9445090;-03.0443617; 4.341; 0.4682; 0.0133;phot; 2.131; 3.001; 3.745
J1032.1+1844;158.0389545;+18.7361326; 4.216; 0.1770; 0.0212;phot; 1.369; 1.928; 2.578
J1032.1-0249;158.0373995;-02.8256365; 9.429; 0.4730; 0.0000;spec; 3.993; 5.624; 7.113
J1032.4+1545;158.1083333;+15.7542317; 4.198; 0.7079; 0.0000;spec; 2.060; 2.902; 3.521
J1032.6+0550;158.1555882;+05.8389195; 4.247; 0.5429; 0.0000;spec; 2.048; 2.884; 3.555
J1032.6+1950;158.1686312;+19.8440862; 5.099; 0.4041; 0.0000;spec; 1.906; 2.685; 3.383
J1032.7+0840;158.1884037;+08.6800173;11.375; 0.6524; 0.0231;phot; 4.486; 6.318; 7.831
J1032.7+1412;158.1975080;+14.2166417; 5.458; 0.9176; 0.0268;phot; 2.311; 3.255; 3.932
J1032.8+1310;158.2184343;+13.1766048;11.104; 0.6650; 0.0000;spec; 4.498; 6.335; 7.844
J1032.8+1352;158.2139690;+13.8772976; 7.444; 0.3183; 0.0000;spec; 3.123; 4.398; 5.724
J1034.8+0424;158.7098683;+04.4068540; 5.134; 0.1650; 0.0044;phot; 2.186; 3.079; 4.186
J1035.1+0249;158.7877292;+02.8333333; 4.461; 0.5382; 0.0000;spec; 2.124; 2.991; 3.692
J1035.1-0248;158.7821347;-02.8028998; 8.595; 0.5790; 0.0000;spec; 3.766; 5.304; 6.597
J1035.2+0323;158.8107574;+03.3917328; 4.868; 0.5405; 0.0000;spec; 2.340; 3.296; 4.076
J1035.3+1155;158.8332616;+11.9291109; 4.447; 0.3216; 0.0000;spec; 1.804; 2.541; 3.261
J1035.3+1250;158.8357800;+12.8441594; 5.572; 0.5946; 0.0000;spec; 2.712; 3.819; 4.707
J1035.4-0001;158.8592496;-00.0320140; 5.859; 0.4846; 0.0000;spec; 2.863; 4.033; 5.051
J1035.8+1853;158.9529983;+18.8970095; 5.883; 0.8462; 0.0258;phot; 2.464; 3.471; 4.202
J1036.2-0223;159.0610983;-02.3859502; 4.940; 0.6021; 0.0000;spec; 2.299; 3.238; 3.973
J1036.9+0154;159.2374344;+01.9083333; 4.364; 0.6028; 0.0000;spec; 2.086; 2.938; 3.597
J1037.0+1821;159.2667033;+18.3541875; 5.244; 0.7850; 0.0250;phot; 2.294; 3.231; 3.913
J1038.1-0306;159.5340639;-03.1048447; 5.887; 0.7034; 0.0238;phot; 2.556; 3.600; 4.389
J1038.7+0236;159.6935383;+02.6133792; 5.505; 0.6230; 0.0000;spec; 2.483; 3.497; 4.289
J1039.1+1237;159.7952789;+12.6255986; 9.081; 0.6050; 0.0000;spec; 3.911; 5.509; 6.838
J1041.0+1040;160.2657040;+10.6751098;11.543; 0.7899; 0.0000;spec; 4.328; 6.096; 7.485
J1041.2+1958;160.3206662;+19.9726836; 5.949; 0.4131; 0.0000;spec; 2.688; 3.785; 4.798
J1041.4+1733;160.3632654;+17.5648618;13.855; 0.8360; 0.0257;phot; 4.698; 6.616; 8.127
J1041.7+0552;160.4250844;+05.8808824; 4.699; 0.8258; 0.0256;phot; 2.201; 3.100; 3.746
J1041.8-0237;160.4542105;-02.6235440; 7.122; 0.2240; 0.0171;phot; 2.945; 4.148; 5.554
J1042.5-0220;160.6291645;-02.3459144; 4.272; 0.5735; 0.0283;phot; 2.127; 2.995; 3.681
J1042.6+1735;160.6591860;+17.5887868; 6.645; 0.4428; 0.0000;spec; 2.766; 3.896; 4.913
J1043.2+0737;160.8082052;+07.6278917; 5.790; 0.8156; 0.0254;phot; 2.263; 3.187; 3.854
J1044.7+1652;161.1776714;+16.8824765; 5.195; 0.8156; 0.0254;phot; 2.401; 3.381; 4.095
J1046.5+1416;161.6277679;+14.2693876; 4.292; 1.0604; 0.0288;phot; 1.905; 2.683; 3.232
J1047.2-0116;161.8023741;-01.2702214; 4.730; 0.7439; 0.0141;phot; 2.278; 3.209; 3.893
J1047.4-0103;161.8509414;-01.0656267; 5.327; 0.4779; 0.0000;spec; 2.586; 3.642; 4.557
J1048.2+0935;162.0558693;+09.5987448; 5.170; 0.5867; 0.0000;spec; 2.238; 3.152; 3.872
J1048.7+0743;162.1760635;+07.7321513; 5.323; 0.8666; 0.0261;phot; 2.387; 3.363; 4.067
J1048.9+0714;162.2333333;+07.2459015; 4.276; 0.2120; 0.0064;phot; 1.898; 2.674; 3.556
J1049.0-0253;162.2681771;-02.8908400; 4.772; 0.4905; 0.0120;phot; 2.130; 2.999; 3.729
J1049.1+1106;162.2790704;+11.1039671;10.895; 1.2338; 0.0313;phot; 3.515; 4.951; 6.086
J1049.3+1536;162.3371548;+15.6009169; 5.833; 0.7442; 0.0244;phot; 2.537; 3.573; 4.344
J1049.3-0002;162.3488186;-00.0343042; 4.950; 0.4500; 0.0000;spec; 2.392; 3.370; 4.229
J1049.4+0438;162.3677209;+04.6491867; 5.574; 0.7850; 0.0250;phot; 2.561; 3.607; 4.379
J1050.1+0528;162.5374717;+05.4791270; 4.289; 0.4176; 0.0000;spec; 2.031; 2.860; 3.599
J1050.6+0017;162.6672429;+00.2844278; 7.019; 0.5886; 0.0000;spec; 3.168; 4.462; 5.522
J1050.6-0236;162.6566317;-02.6050127; 4.448; 0.1678; 0.0046;phot; 1.893; 2.666; 3.608
J1051.4+0959;162.8695799;+09.9910939; 7.548; 0.8360; 0.0257;phot; 3.232; 4.552; 5.545
J1052.7+1633;163.1848530;+16.5651606; 5.046; 0.4447; 0.0000;spec; 2.379; 3.351; 4.209
J1052.9+0951;163.2263911;+09.8598227; 4.405; 0.8768; 0.0263;phot; 2.028; 2.856; 3.442
J1053.2+1052;163.3176046;+10.8785402;12.679; 0.8870; 0.0264;phot; 4.467; 6.292; 7.712
J1053.5+0427;163.3830850;+04.4517982; 6.424; 0.6787; 0.0000;spec; 2.907; 4.094; 5.015
J1053.6+1000;163.4085343;+10.0098924;11.906; 0.7748; 0.0248;phot; 4.567; 6.432; 7.912
J1053.7+1118;163.4427759;+11.3094331; 4.779; 0.5342; 0.0000;spec; 2.258; 3.180; 3.933
J1053.7+1436;163.4458677;+14.6125297; 4.330; 0.5002; 0.0270;phot; 1.939; 2.731; 3.383
J1053.7-0156;163.4407150;-01.9386885; 5.506; 0.5708; 0.0220;phot; 2.613; 3.680; 4.544
J1053.8+1052;163.4631108;+10.8734337; 6.480; 0.9482; 0.0273;phot; 2.677; 3.770; 4.567
J1053.8+1650;163.4665491;+16.8441329; 4.951; 0.0854; 0.0000;spec; 2.421; 3.409; 4.823
J1054.1+1158;163.5299736;+11.9684631; 5.079; 0.6596; 0.0000;spec; 2.327; 3.278; 4.002
J1054.2+1438;163.5606866;+14.6433376;12.559; 0.2990; 0.0000;spec; 4.254; 5.992; 7.901
J1054.4+0650;163.6039554;+06.8459102; 4.786; 0.6932; 0.0237;phot; 2.141; 3.016; 3.666
J1054.9+0524;163.7459788;+05.4166667; 4.269; 0.3753; 0.0000;spec; 2.093; 2.948; 3.746
J1055.5+0953;163.8927234;+09.8906386; 5.114; 0.3474; 0.0000;spec; 2.381; 3.353; 4.303
J1055.6+1942;163.9125464;+19.7127340; 6.938; 0.6422; 0.0230;phot; 3.007; 4.235; 5.206
J1056.2+1625;164.0595578;+16.4175885; 5.800; 1.0910; 0.0293;phot; 2.374; 3.344; 4.051
J1056.9-0337;164.2462702;-03.6280925;19.308; 0.8310; 0.0000;spec; 6.475; 9.119;11.287
J1057.0+0929;164.2726728;+09.4943846; 6.190; 0.8564; 0.0260;phot; 2.615; 3.683; 4.463
J1058.3-0210;164.5904661;-02.1821488;10.899; 0.3610; 0.0000;spec; 4.397; 6.193; 8.037
J1058.6+1917;164.6572793;+19.2843506; 4.770; 0.6819; 0.0000;spec; 2.100; 2.958; 3.597
J1059.1+1701;164.7771523;+17.0215441; 7.837; 0.4190; 0.0000;spec; 3.097; 4.362; 5.540
J1100.6-0234;165.1598144;-02.5737477;10.073; 0.3959; 0.0000;spec; 4.205; 5.922; 7.614
J1101.8+0320;165.4667200;+03.3478887; 4.592; 0.7231; 0.0000;spec; 2.186; 3.079; 3.737
J1102.5+1057;165.6438521;+10.9660230; 9.434; 0.5410; 0.0000;spec; 3.787; 5.334; 6.667
J1102.9+0459;165.7333333;+04.9916804; 4.199; 0.3684; 0.0246;phot; 1.913; 2.694; 3.422
J1103.2+0331;165.8229005;+03.5284766; 5.276; 0.4967; 0.0000;spec; 2.429; 3.421; 4.261
J1103.3+0427;165.8464155;+04.4536493; 5.731; 0.3261; 0.0000;spec; 2.466; 3.473; 4.485
J1104.5+1111;166.1358636;+11.1844494; 9.700; 0.6264; 0.0000;spec; 3.890; 5.479; 6.785
J1104.8+1349;166.2140744;+13.8306434; 4.726; 0.4639; 0.0264;phot; 1.999; 2.815; 3.511
J1105.2+0702;166.3208673;+07.0414662; 5.285; 0.4467; 0.0000;spec; 2.348; 3.307; 4.152
J1105.3+0636;166.3377599;+06.6033516; 8.770; 1.0298; 0.0284;phot; 3.345; 4.712; 5.742
J1105.5+0911;166.3962034;+09.1843225; 5.674; 0.4588; 0.0000;spec; 2.566; 3.615; 4.537
J1105.6-0301;166.4074573;-03.0327440; 5.437; 0.3876; 0.0148;phot; 2.414; 3.400; 4.322
J1106.6+1305;166.6733146;+13.0949915; 4.528; 0.8564; 0.0260;phot; 2.041; 2.874; 3.465
J1106.8+0737;166.7166953;+07.6276424; 5.626; 1.0900; 0.0750;phot; 2.329; 3.280; 3.972
J1107.2-0331;166.8101051;-03.5216351; 4.563; 0.7340; 0.0243;phot; 2.241; 3.156; 3.830
J1107.4+0121;166.8608131;+01.3558804; 5.122; 0.6146; 0.0000;spec; 2.516; 3.543; 4.350
J1107.4+1244;166.8584147;+12.7392019; 4.632; 0.4359; 0.0142;phot; 1.982; 2.792; 3.499
J1107.5+1125;166.8875272;+11.4333333; 4.209; 0.5180; 0.0273;phot; 2.017; 2.841; 3.512
J1107.8+1319;166.9625277;+13.3333333; 4.513; 0.8258; 0.0256;phot; 1.997; 2.813; 3.393
J1107.9+0408;166.9833333;+04.1457067; 4.290; 0.3530; 0.0000;spec; 2.000; 2.817; 3.595
J1108.1+1533;167.0290897;+15.5583333; 4.135; 0.2786; 0.0000;spec; 1.784; 2.513; 3.264
J1108.2+1155;167.0734526;+11.9233948; 5.156; 0.5705; 0.0000;spec; 2.406; 3.388; 4.176
J1108.3+0652;167.0924450;+06.8736586; 6.022; 0.8870; 0.0264;phot; 2.570; 3.620; 4.383
J1108.9+0906;167.2360013;+09.1017508;12.897; 0.4603; 0.0000;spec; 4.882; 6.876; 8.759
J1108.9+1625;167.2431613;+16.4191715; 5.690; 0.6015; 0.0000;spec; 2.480; 3.492; 4.293
J1109.1+1051;167.2999757;+10.8584313; 4.395; 0.6422; 0.0230;phot; 2.050; 2.888; 3.521
J1109.3+0435;167.3414537;+04.5958372; 4.687; 0.8258; 0.0256;phot; 2.174; 3.062; 3.699
J1109.5+1117;167.3958004;+11.3000000; 4.178; 0.6480; 0.0297;phot; 2.011; 2.833; 3.451
J1110.0+1140;167.5100323;+11.6719092; 5.060; 0.7952; 0.0251;phot; 2.283; 3.215; 3.892
J1110.2-0030;167.5731923;-00.5049190; 5.167; 0.9954; 0.0162;phot; 2.323; 3.271; 3.953
J1110.3+0143;167.5956210;+01.7277396; 5.921; 0.6217; 0.0000;spec; 2.759; 3.886; 4.777
J1110.8+0216;167.7209335;+02.2833333; 4.296; 0.7416; 0.0000;spec; 2.188; 3.081; 3.735
J1111.0+1319;167.7649732;+13.3300024; 4.252; 0.8360; 0.0257;phot; 1.781; 2.508; 3.016
J1111.1+0044;167.7984484;+00.7484260; 5.667; 0.1848; 0.0000;spec; 2.437; 3.433; 4.642
J1111.3+1409;167.8467169;+14.1511733; 5.107; 0.2210; 0.0000;spec; 1.828; 2.574; 3.410
J1111.3+1939;167.8349296;+19.6660028;10.730; 0.5790; 0.0000;spec; 4.310; 6.071; 7.574
J1111.7+1104;167.9319793;+11.0743952; 6.092; 0.6300; 0.0000;spec; 2.791; 3.931; 4.831
J1111.7+1947;167.9443922;+19.7889100; 4.414; 0.5893; 0.0286;phot; 2.067; 2.912; 3.570
J1112.1+0825;168.0416667;+08.4208670; 4.229; 0.6082; 0.0289;phot; 2.062; 2.904; 3.553
J1112.5+1549;168.1475924;+15.8326147; 5.918; 0.6375; 0.0000;spec; 2.566; 3.615; 4.430
J1112.8+0229;168.2024353;+02.4965433; 6.000; 0.2680; 0.0000;spec; 2.644; 3.723; 4.898
J1112.8+1326;168.2189581;+13.4458628; 8.886; 0.1680; 0.0000;spec; 3.153; 4.441; 6.088
J1113.3+1735;168.3335070;+17.5858578; 7.491; 0.1710; 0.0000;spec; 2.699; 3.801; 5.183
J1113.6+1349;168.4107244;+13.8250683; 4.900; 0.7340; 0.0243;phot; 2.263; 3.187; 3.868
J1114.1+0420;168.5324962;+04.3481801; 6.578; 0.2291; 0.0000;spec; 2.554; 3.597; 4.790
J1114.6+1948;168.6541271;+19.8041513; 4.602; 0.8768; 0.0263;phot; 2.087; 2.940; 3.545
J1114.7+1532;168.6965788;+15.5380538; 8.516; 0.6530; 0.0000;spec; 3.390; 4.774; 5.879
J1115.2+0418;168.8047833;+04.3095762; 5.943; 0.3091; 0.0124;phot; 2.618; 3.688; 4.791
J1115.8+0129;168.9647094;+01.4990828;18.624; 0.3557; 0.0000;spec; 6.955; 9.796;12.879
J1115.9+1731;168.9875312;+17.5209402; 4.652; 0.5534; 0.0000;spec; 1.954; 2.752; 3.384
J1116.0+1824;169.0068861;+18.4079678;13.068; 0.4670; 0.0000;spec; 4.196; 5.910; 7.491
J1116.2+1632;169.0526782;+16.5434789; 6.873; 0.7646; 0.0247;phot; 2.742; 3.862; 4.699
J1116.5+1905;169.1364229;+19.0953304; 5.222; 0.6361; 0.0000;spec; 2.158; 3.039; 3.711
J1116.7+0218;169.1957982;+02.3041530; 4.139; 0.4827; 0.0000;spec; 1.765; 2.485; 3.081
J1116.9-0036;169.2289565;-00.6125122; 4.687; 0.8338; 0.0149;phot; 2.042; 2.876; 3.469
J1117.5+1744;169.3784446;+17.7436350; 5.442; 0.5418; 0.0000;spec; 2.176; 3.064; 3.782
J1117.9-0211;169.4959247;-02.1833886; 5.676; 0.4500; 0.0000;spec; 2.620; 3.690; 4.641
J1118.7+0039;169.6916179;+00.6598813; 5.580; 0.5893; 0.0000;spec; 2.686; 3.783; 4.664
J1118.9-0041;169.7333333;-00.6958222; 4.495; 0.2400; 0.0100;phot; 1.896; 2.670; 3.516
J1119.6+1141;169.9110987;+11.6843525; 5.224; 0.3874; 0.0000;spec; 2.355; 3.317; 4.214
J1121.0+1926;170.2541906;+19.4376525; 4.646; 0.5030; 0.0000;spec; 2.113; 2.977; 3.693
J1121.7+1859;170.4342135;+18.9888365; 5.396; 0.6602; 0.0000;spec; 2.173; 3.060; 3.730
J1121.8+1514;170.4708377;+15.2373092; 4.632; 0.6620; 0.0000;spec; 2.095; 2.950; 3.593
J1121.8+1548;170.4691031;+15.8035349; 4.892; 0.6748; 0.0000;spec; 2.059; 2.900; 3.527
J1123.2+1816;170.8123887;+18.2750000; 4.253; 0.2801; 0.0117;phot; 1.501; 2.114; 2.734
J1123.4+1511;170.8568567;+15.1902302; 4.515; 0.3406; 0.0000;spec; 1.865; 2.626; 3.356
J1123.6+0705;170.9248834;+07.0932588; 4.943; 0.6355; 0.0000;spec; 2.313; 3.258; 3.985
